Dropout Rates,F1-Score,AUC-ROC,PR-AUC,Accuracy,Precision,Recall,Final Train Loss,Final Val Loss
"(0.4, 0.2, 0.0)",0.9905930823861591,0.997553537216791,0.995842449805099,0.9905045804856769,0.9814455355103905,0.9999127526537734,0.03520440310239792,0.03551843762397766
"(0.4, 0.2, 0.1)",0.9906078939786804,0.9976100312584519,0.9961350578775124,0.990519121710048,0.9814185814185814,0.9999709175512578,0.03430214524269104,0.034721992909908295
"(0.4, 0.2, 0.2)",0.9906361645730092,0.9976153677630423,0.9960412772437539,0.9905482041587902,0.981502098141646,0.9999418351025157,0.03509058803319931,0.035173095762729645
"(0.4, 0.2, 0.3)",0.9906361645730092,0.9976541027767478,0.9974526754494664,0.9905482041587902,0.981502098141646,0.9999418351025157,0.03537611663341522,0.03543044626712799
"(0.4, 0.2, 0.4)",0.9903080401503478,0.9974978318732093,0.9969078894771037,0.990213755998255,0.9808581046385576,0.9999418351025157,0.035464949905872345,0.03606044501066208
"(0.4, 0.2, 0.5)",0.9903223019096173,0.9975794365392912,0.9957231144602937,0.9902282972226262,0.9808860867828717,0.9999418351025157,0.036488667130470276,0.03593599051237106
"(0.4, 0.3, 0.0)",0.9902062449590966,0.9976003486679851,0.9963011920135972,0.9901119674276574,0.9808542813935572,0.9997382579613203,0.03576635196805,0.03597242757678032
"(0.4, 0.3, 0.1)",0.9903072026269929,0.9975896452104068,0.9959879668089048,0.990213755998255,0.9809404245606026,0.9998545877562891,0.03553585335612297,0.0359376035630703
"(0.4, 0.3, 0.2)",0.9903223019096173,0.9975878013907687,0.9960695133522735,0.9902282972226262,0.9808860867828717,0.9999418351025157,0.0357385128736496,0.03574182465672493
"(0.4, 0.3, 0.3)",0.990350826660522,0.9975987340571185,0.9961725431617521,0.9902573796713683,0.980942055861459,0.9999418351025157,0.035566940903663635,0.03528820723295212
"(0.4, 0.3, 0.4)",0.99029321965551,0.997571369828374,0.9960200572544051,0.990199214773884,0.9808849961484694,0.9998836702050312,0.03655557334423065,0.035869013518095016
"(0.4, 0.3, 0.5)",0.990350826660522,0.9975806874609627,0.9958190804212068,0.9902573796713683,0.980942055861459,0.9999418351025157,0.036454323679208755,0.03573496639728546
"(0.4, 0.4, 0.0)",0.9903650896521928,0.9975949859439411,0.99582173714161,0.9902719208957395,0.9809700427960057,0.9999418351025157,0.03557053208351135,0.03568345680832863
"(0.4, 0.4, 0.1)",0.9906216235683929,0.997557371177534,0.9955774689499725,0.990533662934419,0.9815015700827862,0.9999127526537734,0.03507065400481224,0.03536910191178322
"(0.4, 0.4, 0.2)",0.9903511045825052,0.9975430870729657,0.9953620279587627,0.9902573796713683,0.980914615011554,0.9999709175512578,0.035412125289440155,0.03552306815981865
"(0.4, 0.4, 0.3)",0.9903074818175271,0.9976034738576929,0.9962165568956981,0.990213755998255,0.9809129814550642,0.9998836702050312,0.03561332821846008,0.036147117614746094
"(0.4, 0.4, 0.4)",0.9902929400581848,0.9975799385149586,0.9959699141347231,0.990199214773884,0.9809124368740906,0.9998545877562891,0.035439614206552505,0.035584043711423874
"(0.4, 0.4, 0.5)",0.9903368424084448,0.9975900862892789,0.9959015687254447,0.9902428384469972,0.9808866320534033,0.9999709175512578,0.03557717055082321,0.03631917014718056
"(0.4, 0.5, 0.0)",0.9903365640796693,0.9975565516081628,0.9953893844465644,0.9902428384469972,0.9809140705237932,0.9999418351025157,0.035402994602918625,0.03583180159330368
"(0.4, 0.5, 0.1)",0.9902781178436144,0.9975877832063089,0.9958800426492742,0.9901846735495129,0.9809393368715402,0.9997964228588047,0.035470008850097656,0.0359516367316246
"(0.4, 0.5, 0.2)",0.9902644161530043,0.9975424734531734,0.9960938814511356,0.9901701323251417,0.9808564662919745,0.9998545877562891,0.036209575831890106,0.03544595092535019
"(0.4, 0.5, 0.3)",0.9903365640796693,0.9976018685505035,0.9968509289281224,0.9902428384469972,0.9809140705237932,0.9999418351025157,0.03528911992907524,0.035918012261390686
"(0.4, 0.5, 0.4)",0.9903793530546995,0.9975904148782374,0.9958342825040265,0.9902864621201105,0.98099803132757,0.9999418351025157,0.03583190590143204,0.03585260361433029
"(0.4, 0.5, 0.5)",0.9904078810922918,0.9975848174477946,0.9961920730158004,0.9903155445688527,0.981054013182298,0.9999418351025157,0.035555463284254074,0.03557504341006279
"(0.5, 0.0, 0.0)",0.9906218937724188,0.9976776305073829,0.9972349282771009,0.990533662934419,0.9814740808403745,0.9999418351025157,0.034771062433719635,0.036113787442445755
"(0.5, 0.0, 0.1)",0.9902786779001944,0.9975653748771836,0.9956527822023619,0.9901846735495129,0.9808844507845934,0.9998545877562891,0.03569989651441574,0.0364588126540184
"(0.5, 0.0, 0.2)",0.9906361645730092,0.997603881950801,0.9956902177220536,0.9905482041587902,0.981502098141646,0.9999418351025157,0.03510957583785057,0.03494308888912201
"(0.5, 0.0, 0.3)",0.9903080401503478,0.9975848314033102,0.9960192516949428,0.990213755998255,0.9808581046385576,0.9999418351025157,0.03562786802649498,0.03573765978217125
"(0.5, 0.0, 0.4)",0.990350826660522,0.9976377401461427,0.9974365016523569,0.9902573796713683,0.980942055861459,0.9999418351025157,0.03570627421140671,0.03547153249382973
"(0.5, 0.0, 0.5)",0.9902792378922507,0.9975532200459819,0.9954595494129044,0.9901846735495129,0.980829577223712,0.9999127526537734,0.03667864575982094,0.03568949177861214
"(0.5, 0.1, 0.0)",0.9903217443903561,0.9976092586303604,0.9960924829644859,0.9902282972226262,0.9809409683585837,0.9998836702050312,0.0353897400200367,0.03544341027736664
"(0.5, 0.1, 0.1)",0.9902641357260131,0.9975840329786595,0.9957469650045028,0.9901701323251417,0.9808839053895975,0.9998255053075469,0.03591396287083626,0.03564772754907608
"(0.5, 0.1, 0.2)",0.9903362857348599,0.997584969689783,0.9958454123935669,0.9902428384469972,0.9809415121255349,0.9999127526537734,0.03611981123685837,0.03559828922152519
"(0.5, 0.1, 0.3)",0.990350826660522,0.9975747073110768,0.9958597146935578,0.9902573796713683,0.980942055861459,0.9999418351025157,0.035468582063913345,0.03532090410590172
"(0.5, 0.1, 0.4)",0.9903074818175271,0.9975789316033625,0.9959036499994535,0.990213755998255,0.9809129814550642,0.9998836702050312,0.03622165694832802,0.03581395372748375
"(0.5, 0.1, 0.5)",0.9901645954235847,0.9975885710585992,0.9960689574129159,0.9900683437545441,0.9806606195447544,0.9998545877562891,0.03569452464580536,0.03617677837610245
"(0.5, 0.2, 0.0)",0.9902493122668549,0.9974571236341753,0.9972306368246718,0.9901555911007707,0.9809108029447012,0.9997673404100625,0.03565268963575363,0.03568222001194954
"(0.5, 0.2, 0.1)",0.9901651619220413,0.9975941892108684,0.99580047362412,0.9900683437545441,0.9806057840397011,0.9999127526537734,0.03574730083346367,0.03606405854225159
"(0.5, 0.2, 0.2)",0.9903074818175271,0.9976686659916285,0.9974712668054856,0.990213755998255,0.9809129814550642,0.9998836702050312,0.03563046455383301,0.035602010786533356
"(0.5, 0.2, 0.3)",0.9903217443903561,0.9976239664751301,0.9967491449826296,0.9902282972226262,0.9809409683585837,0.9998836702050312,0.035598818212747574,0.0358194075524807
"(0.5, 0.2, 0.4)",0.9902638552828666,0.99755241866107,0.9973375210966692,0.9901701323251417,0.9809113476189117,0.9997964228588047,0.036411285400390625,0.03571153059601784
"(0.5, 0.2, 0.5)",0.9903217443903561,0.9975816694217885,0.9959285871539684,0.9902282972226262,0.9809409683585837,0.9998836702050312,0.035343244671821594,0.03627563267946243
"(0.5, 0.3, 0.0)",0.9903650896521928,0.9976569425127274,0.9966142586153134,0.9902719208957395,0.9809700427960057,0.9999418351025157,0.03568563610315323,0.035749927163124084
"(0.5, 0.3, 0.1)",0.9903365640796693,0.9976020829579706,0.9962970222040545,0.9902428384469972,0.9809140705237932,0.9999418351025157,0.03568355739116669,0.03553435578942299
"(0.5, 0.3, 0.2)",0.9902213517289052,0.9975918358034631,0.9959891767565022,0.9901265086520284,0.9807999543535318,0.9998255053075469,0.03594198450446129,0.036813560873270035
"(0.5, 0.3, 0.3)",0.990350826660522,0.9975809868702068,0.9959797271126545,0.9902573796713683,0.980942055861459,0.9999418351025157,0.03723273053765297,0.03573063015937805
"(0.5, 0.3, 0.4)",0.9902501548165964,0.997588039903217,0.9972452202392617,0.9901555911007707,0.9808284833960972,0.9998545877562891,0.03590330854058266,0.035578519105911255
"(0.5, 0.3, 0.5)",0.990350826660522,0.9975962580103339,0.9973909288237006,0.9902573796713683,0.980942055861459,0.9999418351025157,0.03545284643769264,0.03581680357456207
"(0.5, 0.4, 0.0)",0.9902353313938416,0.9975760432345256,0.9956641513728084,0.9901410498763996,0.9808553739051042,0.9997964228588047,0.03603576496243477,0.03576291352510452
"(0.5, 0.4, 0.1)",0.9902641357260131,0.9975996521608879,0.9961033450905389,0.9901701323251417,0.9808839053895975,0.9998255053075469,0.03580017015337944,0.035864055156707764
"(0.5, 0.4, 0.2)",0.990350826660522,0.9976575007333519,0.9964096969943351,0.9902573796713683,0.980942055861459,0.9999418351025157,0.0362018421292305,0.03604642674326897
"(0.5, 0.4, 0.3)",0.9903362857348599,0.9976102875324661,0.9961193981837062,0.9902428384469972,0.9809415121255349,0.9999127526537734,0.03586643189191818,0.036177363246679306
"(0.5, 0.4, 0.4)",0.990350826660522,0.9975468102353726,0.9955784100750606,0.9902573796713683,0.980942055861459,0.9999418351025157,0.035911764949560165,0.03582044318318367
"(0.5, 0.4, 0.5)",0.9903217443903561,0.9975739401806127,0.9958232088149979,0.9902282972226262,0.9809409683585837,0.9998836702050312,0.035841841250658035,0.03787858411669731
"(0.5, 0.5, 0.0)",0.9903360073740153,0.9976050034667827,0.9961898736825868,0.9902428384469972,0.9809689568591645,0.9998836702050312,0.035327304154634476,0.036103736609220505
"(0.5, 0.5, 0.1)",0.990220788385926,0.9976250038351238,0.9963511385721352,0.9901265086520284,0.9808548276649167,0.9997673404100625,0.03647230193018913,0.03563566133379936
"(0.5, 0.5, 0.2)",0.9903365640796693,0.9976280114601849,0.9970126849018824,0.9902428384469972,0.9809140705237932,0.9999418351025157,0.03620908409357071,0.03619846701622009
"(0.5, 0.5, 0.3)",0.9903074818175271,0.9975621135154749,0.9955525277110037,0.990213755998255,0.9809129814550642,0.9998836702050312,0.035880882292985916,0.036224234849214554
"(0.5, 0.5, 0.4)",0.9902495931329482,0.9975435662123351,0.9961327691338727,0.9901555911007707,0.9808833599634786,0.9997964228588047,0.036474600434303284,0.036089975386857986
"(0.5, 0.5, 0.5)",0.990350826660522,0.9975932207826639,0.9961477169410443,0.9902573796713683,0.980942055861459,0.9999418351025157,0.035413965582847595,0.03578449785709381
